target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,da_cue,da_target,da_word_combo_related,da_word_combo_unrelated,da_cue_word_related,da_cue_word_unrelated
udfald,657.201850988204,578.611244444602,-0.331363964471031,-0.539553631770538,36.9372214495017,19.9454147038726,0.103443177491408,0.0578848796092369,58,51,0,0,51,45,53,45,0,0,0.962264150943396,1,58,51,0,0,51,44,53,45,0,0,0.962264150943396,0.977777777777778,51,45,-78.5906065436021,-0.208189667299507,da,result,outcome,resultat,udfald,resultatudfald,forbudtudfald,resultat,forbudt
udfordring,583.530367343667,720.242145836641,-0.550594618998576,-0.0925203172835346,19.1470579622526,49.2125732174625,0.045161013325437,0.165989534660879,53,54,0,1,49,48,50,48,0,1,0.98,1,53,54,0,1,45,47,50,48,0,1,0.9,0.979166666666667,49,48,136.711778492973,0.458074301715041,da,obstacle,challenge,hindring,udfordring,hindringudfordring,internetudfordring,hindring,internet
udforske,619.200933333107,655.589196721149,-0.357761423811457,-0.312770454804221,25.6126884095158,25.589883529475,0.0846169269575644,0.0844456807981245,79,67,0,1,75,61,75,61,0,1,1,1,79,67,0,1,74,60,75,61,0,1,0.986666666666667,0.983606557377049,75,61,36.3882633880421,0.0449909690072359,da,examine,investigate,undersøge,udforske,undersøgeudforske,aftensmadudforske,undersøge,aftensmad
udlejer,652.635711523203,642.890636357446,-0.338564473514886,-0.229536876236943,34.798851152215,25.5781796470453,0.0894085740665031,0.0824054266204125,54,60,0,0,53,55,53,55,0,0,1,1,54,60,0,0,52,42,53,55,0,0,0.981132075471698,0.763636363636364,52,55,-9.74507516575704,0.109027597277943,da,tenant,landlord,lejer,udlejer,lejerudlejer,eskortereudlejer,lejer,eskortere
udpege,659.034340903347,719.995980015543,-0.257380494029718,-0.167077665643185,27.9771283399457,28.9340347484475,0.0886293345168864,0.0974924750487853,56,62,1,0,44,50,46,52,1,0,0.956521739130435,0.961538461538462,56,62,1,0,46,50,46,52,1,0,1,0.961538461538462,44,50,60.9616391121958,0.090302828386533,da,choose,select,vælge,udpege,vælgeudpege,telegramudpege,vælge,telegram
udsagn,637.426845072152,659.738690478095,-0.282427247499358,-0.224870121265902,22.3768101696866,21.0938510609091,0.0739814904945985,0.0990635533971054,79,51,2,0,72,42,73,43,1,0,0.986301369863014,0.976744186046512,79,51,2,0,72,43,73,43,1,0,0.986301369863014,1,71,42,22.3118454059428,0.0575571262334559,da,comment,statement,kommentar,udsagn,kommentarudsagn,forgifteudsagn,kommentar,forgifte
udskifte,667.230936369803,712.1764423074,-0.268208507878149,-0.134512130159383,28.8061846325027,57.2963280335638,0.0794701229900723,0.14494186022204,127,54,1,2,110,52,111,52,0,2,0.990990990990991,1,127,55,1,1,110,46,111,53,0,1,0.990990990990991,0.867924528301887,110,52,44.9455059375972,0.133696377718766,da,replace,substitute,erstatte,udskifte,erstatteudskifte,retssaludskifte,erstatte,retssal
udstilling,620.991375018142,604.488607154188,-0.413590397027541,-0.314073661857533,24.7168751442297,24.0523969870859,0.0726019513053611,0.112814813915659,52,60,0,1,48,56,49,57,0,0,0.979591836734694,0.982456140350877,52,60,0,1,49,49,49,57,0,0,1,0.859649122807018,48,56,-16.5027678639543,0.0995167351700081,da,gallery,exhibition,galleri,udstilling,galleriudstilling,myteudstilling,galleri,myte
udstyre,839.86567212564,740.787660365941,0.231136573565252,0.100859010857108,54.4358583169432,37.5280507723343,0.135701978483336,0.127535917133264,76,60,1,1,61,53,64,55,0,0,0.953125,0.963636363636364,76,60,1,1,61,54,64,55,0,0,0.953125,0.981818181818182,61,53,-99.0780117596985,-0.130277562708144,da,equipment,equip,udstyr,udstyre,udstyrudstyre,udenforudstyre,udstyr,udenfor
udtryk,561.715195664592,576.13781248916,-0.542118419123013,-0.468864595939654,32.3301579180624,24.2702649487496,0.10532848605353,0.0755153219534385,51,53,0,0,46,48,46,49,0,0,1,0.979591836734694,51,52,0,1,45,48,46,48,0,1,0.978260869565217,1,46,48,14.4226168245685,0.0732538231833595,da,dictionary,phrase,ordbog,udtryk,ordbogudtryk,budgetudtryk,ordbog,budget
udtrykke,684.657586191188,665.320075471878,-0.201176228215075,-0.214284698369365,43.2882701264898,31.4374432920353,0.130760293767088,0.0897521631516736,66,58,0,0,59,53,59,53,0,0,1,1,66,58,0,0,58,51,59,53,0,0,0.983050847457627,0.962264150943396,58,53,-19.3375107193104,-0.0131084701542905,da,describe,express,beskrive,udtrykke,beskriveudtrykke,uskyldigudtrykke,beskrive,uskyldig
udvikling,603.48154716324,638.77960379201,-0.451956515905699,-0.346701359761375,25.9078054905701,29.9639302731078,0.0765004171420753,0.0791431578594023,55,56,0,1,53,53,53,53,0,0,1,1,55,57,0,0,52,53,53,53,0,0,0.981132075471698,1,53,53,35.2980566287691,0.105255156144324,da,progress,development,fremskridt,udvikling,fremskridtudvikling,hospitaludvikling,fremskridt,hospital
uegnet,741.904666675841,782.176819281041,0.123719192257503,0.158466001386058,31.1404054772563,26.0149320403575,0.0915716417381846,0.0974559881945742,63,112,1,1,54,83,56,100,0,0,0.964285714285714,0.83,63,112,1,1,41,97,56,100,0,0,0.732142857142857,0.97,54,83,40.2721526052003,0.0347468091285549,da,inability,unable,uegnethed,uegnet,uegnetheduegnet,tøruegnet,uegnethed,tør
uge,547.755425534747,616.022240737296,-0.649139543235062,-0.492042000373438,19.4949540064184,34.5280324835987,0.0625106709211711,0.0861761999035288,51,61,1,0,47,54,48,54,0,0,0.979166666666667,1,51,61,1,0,48,49,48,54,0,0,1,0.907407407407407,47,54,68.266815202549,0.157097542861624,da,month,week,måned,uge,måneduge,naivuge,måned,naiv
ugentlig,608.582150003482,688.953083347152,-0.455639882883826,-0.100080778330908,32.7411102817021,38.867026801084,0.0973578034338664,0.137740733321677,51,55,1,0,40,48,40,51,0,0,1,0.941176470588235,51,55,1,0,38,51,40,51,0,0,0.95,1,40,48,80.3709333436697,0.355559104552918,da,daily,weekly,daglig,ugentlig,dagligugentlig,kroneugentlig,daglig,krone
uhyggelig,644.4404782558,600.822090898276,-0.404808011606498,-0.508880934239075,38.4972079090666,15.4996670171583,0.0802774334675696,0.0517927223534948,51,62,1,0,46,55,46,55,1,0,1,1,51,62,1,0,45,35,46,55,1,0,0.978260869565217,0.636363636363636,46,55,-43.6183873575234,-0.104072922632577,da,scary,creepy,skræmmende,uhyggelig,skræmmendeuhyggelig,detonatoruhyggelig,skræmmende,detonator
ukendt,583.791673453353,652.825745093185,-0.564433072102437,-0.251409783884001,27.478844440196,44.068373189128,0.0780757271791208,0.175932981008879,51,55,0,1,49,51,50,51,0,1,0.98,1,51,56,0,0,48,51,50,52,0,0,0.96,0.980769230769231,49,51,69.0340716398316,0.313023288218436,da,anonymous,unknown,anonym,ukendt,anonymukendt,forbandelseukendt,anonym,forbandelse
ulv,540.742039216213,568.0215735349,-0.575213466803018,-0.581553843433679,29.861210078324,20.0428284354492,0.106751301252099,0.0612947474174944,53,77,0,0,51,68,51,69,0,0,1,0.985507246376812,53,77,0,0,50,66,51,69,0,0,0.980392156862745,0.956521739130435,51,68,27.2795343186876,-0.00634037663066089,da,bear,wolf,bjørn,ulv,bjørnulv,sentulv,bjørn,sent
ulykke,542.206041660974,528.526408696039,-0.660255354508008,-0.685100911999263,16.0518068257424,16.1296789833096,0.0492932915966894,0.0538241045624606,55,51,1,1,48,46,48,46,1,0,1,1,56,51,0,1,49,45,49,46,0,0,1,0.978260869565217,48,46,-13.6796329649359,-0.0248455574912551,da,incident,accident,hændelse,ulykke,hændelseulykke,suppeulykke,hændelse,suppe
ulykke.1,512.411799994787,625.175711527723,-0.730509460373018,-0.411647737359386,22.4970903151953,33.6744508908521,0.0678905218277608,0.0888150325304848,66,57,0,1,60,52,61,52,0,0,0.983606557377049,1,66,57,0,1,60,52,61,52,0,0,0.983606557377049,1,60,52,112.763911532937,0.318861723013632,da,unfortunate,misfortune,uheldig,ulykke,uheldigulykke,tilbydeulykke,uheldig,tilbyde
ulækkert,590.314839988255,603.399857137463,-0.487556041279136,-0.395233329007669,22.4397231541082,16.9120822334723,0.0812689726488824,0.0560427644900764,55,52,0,0,50,49,51,49,0,0,0.980392156862745,1,55,52,0,0,51,47,51,49,0,0,1,0.959183673469388,50,49,13.0850171492078,0.0923227122714667,da,dirty,disgusting,snavset,ulækkert,snavsetulækkert,regelulækkert,snavset,regel
underskrift,582.775551009162,622.032326082721,-0.542512651650884,-0.339843335584474,20.0670878099842,29.1610169607572,0.053874827961827,0.109327053996273,54,50,0,0,49,46,49,46,0,0,1,1,54,50,0,0,45,45,49,46,0,0,0.918367346938776,0.978260869565217,49,46,39.2567750735587,0.20266931606641,da,stamp,signature,frimærke,underskrift,frimærkeunderskrift,almindeligunderskrift,frimærke,almindelig
underskrive,633.878640631699,641.148857134948,-0.348985368820703,-0.221647628499375,23.1456757915978,50.583579748431,0.0806897500026199,0.137330514642624,68,54,0,1,64,49,64,49,0,0,1,1,68,54,0,1,61,46,64,49,0,0,0.953125,0.938775510204082,64,49,7.27021650324878,0.127337740321328,da,form,sign,formular,underskrive,formularunderskrive,hjerneunderskrive,formular,hjerne
undersøgelse,628.35901922894,630.365791660022,-0.422589336106191,-0.240880734318724,33.3300934720196,25.2821147360759,0.0857052969731074,0.0878798369089285,54,54,0,0,52,48,52,48,0,0,1,1,54,54,0,0,50,47,52,48,0,0,0.961538461538462,0.979166666666667,52,48,2.00677243108225,0.181708601787467,da,research,study,forskning,undersøgelse,forskningundersøgelse,skyggeundersøgelse,forskning,skygge
undervise,618.486188685823,657.213169235478,-0.388481528889217,-0.257967068123388,26.3838229773075,39.0286084937506,0.0924899869651777,0.109063141727199,57,69,0,0,53,65,53,65,0,0,1,1,57,69,0,0,50,65,53,65,0,0,0.943396226415094,1,53,65,38.726980549655,0.130514460765829,da,learn,teach,lære,undervise,læreundervise,strømundervise,lære,strøm
undskylde,586.240217394471,593.197372545832,-0.470930434210847,-0.418652595181109,23.0498622747838,24.067228676009,0.114634705392816,0.077379434593149,52,53,0,1,46,51,47,51,0,0,0.978723404255319,1,52,53,0,1,46,51,47,51,0,0,0.978723404255319,1,46,51,6.95715515136169,0.0522778390297378,da,forgive,excuse,tilgive,undskylde,tilgiveundskylde,sundundskylde,tilgive,sund
undslippe,735.877710518052,794.087555534443,-0.0298594728868979,0.0626641885818383,33.7831909216969,45.1150181388545,0.119634501213723,0.105412248291352,86,99,1,1,76,81,77,86,0,0,0.987012987012987,0.941860465116279,86,98,1,2,77,71,77,85,0,1,1,0.835294117647059,76,81,58.2098450163909,0.0925236614687362,da,flee,escape,flygte,undslippe,flygteundslippe,høfligundslippe,flygte,høflig
ung,549.970545445515,498.943789481935,-0.671068978511146,-0.801212231720742,43.9161081671196,18.1976416282637,0.126846919241175,0.0592344507446711,65,67,0,0,55,58,56,58,0,0,0.982142857142857,1,65,67,0,0,56,56,56,58,0,0,1,0.96551724137931,55,57,-51.02675596358,-0.130143253209596,da,old,young,gammel,ung,gammelung,ulovligung,gammel,ulovlig
uniform,657.972714289886,632.678599984468,-0.293359460536358,-0.454688258795761,30.5286269564856,36.7568032096769,0.108633987762156,0.0768068586121628,72,62,1,1,63,55,64,56,0,0,0.984375,0.982142857142857,71,61,2,2,43,48,63,55,1,1,0.682539682539683,0.872727272727273,63,55,-25.2941143054187,-0.161328798259404,da,badge,uniform,badge,uniform,badgeuniform,hindringuniform,badge,hindring
unik,600.001829285249,551.562280000973,-0.496866226871103,-0.574046486490564,27.7649177607523,18.5295667456684,0.0891149751645685,0.0498517804286119,50,53,2,0,42,50,42,51,1,0,1,0.980392156862745,49,53,3,0,39,51,42,51,1,0,0.928571428571429,1,41,50,-48.4395492842759,-0.0771802596194608,da,special,unique,speciel,unik,specielunik,dobbeltunik,speciel,dobbelt
universitet,726.765959176093,688.132365369827,-0.182692210878503,-0.0830005029539862,58.5158487776879,30.4039935581798,0.150662711678216,0.114450680582657,55,56,0,0,49,52,49,52,0,0,1,1,55,56,0,0,48,50,49,52,0,0,0.979591836734694,0.961538461538462,49,52,-38.633593806266,0.0996917079245173,da,college,university,højskole,universitet,højskoleuniversitet,umuliguniversitet,højskole,umulig
urimelig,690.986727343226,739.926384617688,-0.246224820649515,-0.0291830723854321,23.5034113521312,30.033378974815,0.0630265390612692,0.0892992285184527,133,56,2,0,118,52,118,53,0,0,1,0.981132075471698,131,56,4,0,115,52,116,53,2,0,0.991379310344828,0.981132075471698,117,52,48.9396572744622,0.217041748264083,da,injustice,unfair,uretfærdighed,urimelig,uretfærdighedurimelig,skjoldurimelig,uretfærdighed,skjold
urin,624.050034478395,590.914176454009,-0.408378093046172,-0.453918323082661,22.8728553536233,37.3579819179256,0.072442525410648,0.130160978013283,101,56,1,1,87,51,88,51,0,1,0.988636363636364,1,101,57,1,0,83,51,88,52,0,0,0.943181818181818,0.980769230769231,87,51,-33.1358580243858,-0.0455402300364888,da,blood,urine,blod,urin,blodurin,uhyreurin,blod,uhyre
utrolig,644.88101923301,577.360088621298,-0.310755874816396,-0.504006363272968,43.681655868955,29.806581107162,0.133507289745399,0.0966576188066162,56,51,1,2,52,44,52,45,0,2,1,0.977777777777778,56,53,1,0,48,47,52,47,0,0,0.923076923076923,1,52,44,-67.520930611711,-0.193250488456573,da,impressive,amazing,imponerende,utrolig,imponerendeutrolig,modstandutrolig,imponerende,modstand
uventet,651.513489784562,675.947139532161,-0.20901763959487,-0.228584394905908,36.3498196437943,25.0833889796614,0.115448763622134,0.0643935806595363,51,96,1,0,49,86,50,88,0,0,0.98,0.977272727272727,51,95,1,1,46,68,49,88,1,0,0.938775510204082,0.772727272727273,49,86,24.4336497475992,-0.0195667553110381,da,suddenly,unexpectedly,pludselig,uventet,pludseliguventet,filuventet,pludselig,fil
vaccine,599.976234626836,581.688600007045,-0.491735350747122,-0.458801481601086,21.6532416371817,16.7571760910844,0.0548612603368193,0.0527557005018362,52,53,0,1,52,50,52,50,0,1,1,1,52,53,0,1,51,50,52,50,0,1,0.980769230769231,1,52,50,-18.2876346197912,0.0329338691460361,da,antidote,vaccine,modgift,vaccine,modgiftvaccine,tungvaccine,modgift,tung
valg,564.0279763671,609.791169809272,-0.611073306417062,-0.476652401690353,21.6269596688266,33.5034324602737,0.0556536517481782,0.0974956958348892,60,56,0,0,55,53,55,53,0,0,1,1,60,56,0,0,55,50,55,53,0,0,1,0.943396226415094,55,53,45.7631934421718,0.134420904726709,da,campaign,election,kampagne,valg,kampagnevalg,influenzavalg,kampagne,influenza
vampyr,595.506558151786,565.813039981488,-0.533458336008635,-0.434043754848139,24.8196256908644,16.813037148728,0.0813872128929289,0.0718312238841437,51,53,0,0,43,50,43,51,0,0,1,0.980392156862745,51,53,0,0,40,51,43,51,0,0,0.930232558139535,1,43,50,-29.6935181702981,0.0994145811604954,da,zombie,vampire,zombie,vampyr,zombievampyr,talevampyr,zombie,tale
vandslange,822.292700005257,870.114638295593,0.249079162070647,0.427350384525042,29.321061665441,49.1429974226369,0.0892181408857491,0.125479169884796,93,58,3,0,81,47,85,53,2,0,0.952941176470588,0.886792452830189,94,58,2,0,80,52,86,53,1,0,0.930232558139535,0.981132075471698,80,47,47.8219382903355,0.178271222454394,da,pump,hose,pumpe,vandslange,pumpevandslange,firmavandslange,pumpe,firma
vanilje,642.81447168924,703.125760866969,-0.383058329378256,-0.208395592255013,42.1870272582593,49.7058504703026,0.118550096382834,0.109329004542968,57,53,0,1,53,46,54,48,0,0,0.981481481481482,0.958333333333333,57,53,0,1,51,48,54,48,0,0,0.944444444444444,1,53,46,60.3112891777297,0.174662737123243,da,cinnamon,vanilla,kanel,vanilje,kanelvanilje,bedstefarvanilje,kanel,bedstefar
varevogn,673.553504581072,637.276177784818,-0.273709834186466,-0.259346893845134,20.6740077265026,22.0803538344123,0.0664931051291565,0.0700136242720282,126,50,1,0,109,45,111,47,0,0,0.981981981981982,0.957446808510638,123,50,4,0,72,47,108,47,3,0,0.666666666666667,1,109,45,-36.2773267962535,0.0143629403413321,da,trailer,van,anhænger,varevogn,anhængervarevogn,knoglevarevogn,anhænger,knogle
vask,518.024137262351,547.642600002139,-0.706393824550868,-0.530782688313995,24.6543143969511,15.6793199874009,0.0795796021487878,0.0717762256941705,56,52,2,1,51,50,51,50,2,1,1,1,56,52,2,1,48,48,51,50,2,1,0.941176470588235,0.96,51,50,29.6184627397879,0.175611136236873,da,clean,wash,ren,vask,renvask,advarevask,ren,advare
vaskebjørn,704.397013338204,716.216755099699,-0.168552273161121,-0.00981850796970855,31.4576940850749,49.7726239888108,0.0804799424448893,0.156071253753717,90,52,0,0,76,49,77,49,0,0,0.987012987012987,1,89,52,1,0,73,21,76,49,1,0,0.960526315789474,0.428571428571429,75,49,11.8197417614946,0.158733765191412,da,squirrel,raccoon,egern,vaskebjørn,egernvaskebjørn,lunarvaskebjørn,egern,lunar
vedblive,775.089489355735,831.240235287107,0.167657457743756,0.351412262637394,44.2265023206678,44.5683940064913,0.147385492816055,0.120194310187556,61,69,0,1,47,51,57,65,0,1,0.824561403508772,0.784615384615385,60,69,1,1,56,3,57,65,0,1,0.982456140350877,0.0461538461538462,47,51,56.1507459313718,0.183754804893638,da,proceed,continue,fortsætte,vedblive,fortsættevedblive,mingvedblive,fortsætte,ming
vedligeholdelse,865.070229149277,862.645260873691,0.418855310078145,0.475218632211072,36.9539240958296,45.3614110159483,0.0998713815818809,0.151832974296887,51,53,2,0,48,46,48,46,1,0,1,1,52,53,1,0,49,45,49,46,0,0,1,0.978260869565217,48,46,-2.42496827558682,0.0563633221329275,da,service,maintenance,eftersyn,vedligeholdelse,eftersynvedligeholdelse,hjørnevedligeholdelse,eftersyn,hjørne
ven,520.234140625196,561.885142865903,-0.703849614086036,-0.624063350249379,19.0569330716812,33.8651668275422,0.0623531761569581,0.07765660710014,74,52,0,0,64,49,65,49,0,0,0.984615384615385,1,74,50,0,2,63,46,65,47,0,2,0.969230769230769,0.978723404255319,64,49,41.6510022407067,0.0797862638366569,da,colleague,friend,kollega,ven,kollegaven,pornoven,kollega,porno
venlig,535.805014701557,551.756142862237,-0.663839415621762,-0.595404935228324,26.4732275697923,32.8033493075348,0.0852236784652652,0.089397749987393,73,54,0,1,68,49,68,49,0,0,1,1,73,54,0,1,59,46,68,49,0,0,0.86764705882353,0.938775510204082,68,49,15.95112816068,0.0684344803934372,da,polite,friendly,høflig,venlig,høfligvenlig,planvenlig,høflig,plan
venskab,555.420730756102,533.235404255706,-0.563155889827913,-0.592708094621659,21.4734270265776,14.4210431198218,0.07974046665085,0.0555431253103329,56,50,2,0,52,47,52,48,2,0,1,0.979166666666667,57,50,1,0,52,48,53,48,1,0,0.981132075471698,1,52,47,-22.1853265003956,-0.0295522047937454,da,relationship,friendship,forhold,venskab,forholdvenskab,værelsevenskab,forhold,værelse
venstre,508.477591842093,623.417620686917,-0.784119554073256,-0.412108270145543,19.0751529848425,31.349721401769,0.0534578456404543,0.104197118528922,52,66,0,0,49,58,50,59,0,0,0.98,0.983050847457627,52,65,0,1,50,48,50,58,0,1,1,0.827586206896552,49,58,114.940028844824,0.372011283927714,da,right,left,højre,venstre,højrevenstre,ædelvenstre,højre,ædel
ventilation,697.488480008119,928.109245289931,-0.107508825679769,0.57418616298766,27.6087447637852,45.5641229033562,0.0841771573462289,0.116198805290491,55,57,0,0,50,53,52,56,0,0,0.961538461538462,0.946428571428571,55,57,0,0,40,55,52,56,0,0,0.769230769230769,0.982142857142857,50,53,230.620765281812,0.681694988667428,da,valve,ventilation,ventil,ventilation,ventilventilation,officieltventilation,ventil,officielt
venus,610.055860008556,744.999812506821,-0.465437378384647,0.0578230892332668,36.5828160265807,33.7759207925991,0.0929965596283854,0.0989782402856114,58,56,0,0,50,48,52,53,0,0,0.961538461538462,0.905660377358491,58,56,0,0,51,52,52,53,0,0,0.980769230769231,0.981132075471698,50,48,134.943952498265,0.523260467617914,da,mars,venus,mars,venus,marsvenus,tekniskvenus,mars,teknisk
verden,536.113326082099,554.285063836437,-0.629535027757869,-0.682259732638182,18.3142411652321,22.8926626346172,0.0682447706629098,0.0552052317620779,55,54,0,0,46,47,47,48,0,0,0.978723404255319,0.979166666666667,55,54,0,0,47,45,47,48,0,0,1,0.9375,46,47,18.1717377543378,-0.0527247048803134,da,international,world,international,verden,internationalverden,cementverden,international,cement
verificere,702.749780018219,694.717784321497,-0.103898468507382,-0.0896318174934555,24.968943476085,28.7835164712935,0.0828128156361659,0.0777278069993732,55,53,0,0,50,51,51,51,0,0,0.980392156862745,1,54,53,1,0,50,51,50,51,1,0,1,1,50,51,-8.03199569672256,0.0142666510139264,da,check,verify,kontrollere,verificere,kontrollereverificere,eftersynverificere,kontrollere,eftersyn
