target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ar_cue,ar_target,ar_word_combo_related,ar_word_combo_unrelated,ar_cue_word_related,ar_cue_word_unrelated
يجتمع.1,568.749833310479,681.267125012295,-0.628131688193929,-0.379932420356388,33.2320247774704,81.6611747940433,0.0832249363853178,0.156647837615847,9,9,1,0,6,8,6,8,0,0,1,1,9,9,1,0,5,8,6,8,0,0,0.833333333333333,1,6,8,112.517291701816,0.248199267837541,ar,see,meet,يرى,يجتمع,يرىيجتمع,خاتمةيجتمع,يرى,خاتمة
يجد,580.565695671117,630.594919992912,-0.56618792044401,-0.319640911996722,33.4412931335052,35.2554304288877,0.0950123903799207,0.108042661465525,24,26,1,2,23,25,23,25,0,0,1,1,24,26,1,2,23,25,23,25,0,0,1,1,23,25,50.0292243217957,0.246547008447288,ar,search,find,بحث,يجد,بحثيجد,حربيجد,بحث,حرب
يجذب,724.85750019073,618.381666668652,0.135910952472151,-0.186937701541061,115.85750019073,38.7146195061684,0.63310607377128,0.194353618061962,2,8,0,0,2,6,2,6,0,0,1,1,2,8,0,0,1,6,2,6,0,0,0.5,1,2,6,-106.475833522078,-0.322848654013212,ar,push,pull,يدفع,يجذب,يدفعيجذب,مسابقةيجذب,يدفع,مسابقة
يجلس,610.8951999881,537.112499898678,-0.405508296088584,-0.749559974021064,51.1037377993531,70.287499910599,0.165561094882626,0.0661292267939332,19,3,0,0,15,2,15,2,0,0,1,1,18,3,1,0,14,2,14,2,1,0,1,1,15,2,-73.7827000894216,-0.34405167793248,ar,stand,sit,يقف,يجلس,يقفيجلس,فوجيجلس,يقف,فوج
يجهز,742.139666734204,754.802625013414,0.0588317439873597,-0.359304496488258,188.907598187691,117.479814332243,0.624379166494131,0.252870642716308,3,10,0,0,3,8,3,9,0,0,1,0.888888888888889,3,10,0,0,3,8,3,9,0,0,1,0.888888888888889,3,8,12.6629582792096,-0.418136240475617,ar,equipment,equip,معدات,يجهز,معداتيجهز,في الخارجيجهز,معدات,في الخارج
يحب,581.945409089104,754.480500040225,-0.624479484120206,0.577890989718768,55.4621711221613,332.782500031286,0.148263055431481,1.18398643837855,23,3,1,0,22,2,22,2,0,0,1,1,23,3,1,0,18,2,22,2,0,0,0.818181818181818,1,22,2,172.53509095112,1.20237047383897,ar,hate,love,يكره,يحب,يكرهيحب,بيئةيحب,يكره,بيئة
يحتفظ,601.313714324833,702.678416681763,-0.50100236248525,-0.00446199453325432,21.5164074334296,47.9641979993222,0.109059165972171,0.196505913736439,8,26,0,1,7,24,7,25,0,0,1,0.96,8,26,0,1,5,24,7,25,0,0,0.714285714285714,0.96,7,24,101.36470235693,0.496540367951996,ar,hold,keep,يمسك,يحتفظ,يمسكيحتفظ,الادارةيحتفظ,يمسك,الادارة
يحدث,,561.350571452415,,-0.685544746176938,,27.7836046510336,,0.144782779847779,,9,,1,,7,,8,,0,,0.875,,9,,1,,8,,8,,0,,1,,7,,,ar,occur,happen,يقع,يحدث,يقعيحدث,بارعيحدث,يقع,بارع
يحسب,744.472999999998,666.942499991069,-0.300904384900901,-0.413878632731382,,106.339399478209,,0.350443474728965,2,8,0,0,1,6,1,6,0,0,1,1,2,8,0,0,1,6,1,6,0,0,1,1,1,6,-77.5305000089287,-0.112974247830482,ar,count,calculate,يعُدّ,يحسب,يعُدّيحسب,هنايحسب,يعُدّ,هنا
يحضن,573.279999613762,697.336500008954,-0.815783647275069,0.139270654396777,,109.021500000017,,0.320344948365644,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,124.056500395192,0.955054301671846,ar,kiss,hug,قبلة,يحضن,قبلةيحضن,حادثةيحضن,قبلة,حادثة
يحظر,702.184625000631,1072.06319990973,-0.287983632076654,0.912499371792601,73.6953029674121,368.418625622238,0.256819927647416,1.31005606685684,8,7,0,1,8,5,8,5,0,0,1,1,8,7,0,1,8,5,8,5,0,0,1,1,8,5,369.878574909099,1.20048300386925,ar,forbidden,prohibit,محرم,يحظر,محرميحظر,التركيزيحظر,محرم,التركيز
يحفظ,550.097250023828,616.289166662687,-0.729736565729933,-0.447755858717098,54.2402464287796,30.8053051526645,0.271627740653634,0.141583441676437,5,7,0,0,4,6,4,6,0,0,1,1,5,7,0,0,4,6,4,6,0,0,1,1,4,6,66.1919166388591,0.281980707012834,ar,preserve,maintain,يحمي,يحفظ,يحمييحفظ,مثيريحفظ,يحمي,مثير
يحقق,750.296749952432,502.756875001427,-0.167437623992575,-0.941595020465298,125.802464863767,23.5293573439888,0.335318283926971,0.1071141138557,4,10,0,0,4,8,4,8,0,0,1,1,4,10,0,0,4,7,4,8,0,0,1,0.875,4,8,-247.539874951005,-0.774157396472723,ar,examine,investigate,يختبر,يحقق,يختبريحقق,بالغيحقق,يختبر,بالغ
يحيي,670.63599999703,1354.90799999404,-0.582519644091042,1.6199505558232,,730.744422678867,,2.32586095370732,1,5,0,0,1,3,1,5,0,0,1,0.6,1,4,0,1,1,4,1,4,0,1,1,1,1,3,684.271999997008,2.20247019991425,ar,congratulate,greet,يهنىء,يحيي,يهنىءيحيي,سؤاليحيي,يهنىء,سؤال
يخبار,1003.28099999414,,0.247126327116668,,,,,,5,,0,,1,,5,,0,,0.2,,5,,0,,4,,5,,0,,0.8,,1,,,,ar,say,tell,قل,يخبار,قليخبار,سلالة حاكمةيخبار,قل,سلالة حاكمة
يخبر,810.524499907624,694.584700148254,0.790711814010863,-0.30677155036775,313.537499901606,87.9081550997799,1.53147904536703,0.232428495247104,2,12,0,0,2,10,2,10,0,0,1,1,2,12,0,0,2,10,2,10,0,0,1,1,2,10,-115.93979975937,-1.09748336437861,ar,report,inform,يبلغ,يخبر,يبلغيخبر,مخيفيخبر,يبلغ,مخيف
يختطف,798.103799884394,797.812038456207,0.077599335142483,0.327739554050849,67.5577372879989,82.7884245023847,0.292196968531025,0.31142480530105,5,29,0,2,5,26,5,26,0,0,1,1,5,29,0,2,4,26,5,26,0,0,0.8,1,5,26,-0.291761428186533,0.250140218908366,ar,kidnap,abduct,أخذ,يختطف,أخذيختطف,غنيمةيختطف,أخذ,غنيمة
يخفي,687.155999988085,650.851750027949,-0.525266430305409,-0.44886129294644,148.679000011878,84.3312345878717,0.311428982910601,0.310764115271725,2,9,0,0,2,8,2,8,0,0,1,1,2,9,0,0,2,8,2,8,0,0,1,1,2,8,-36.304249960136,0.0764051373589684,ar,cover,hide,التغطية,يخفي,التغطيةيخفي,تذكرةيخفي,التغطية,تذكرة
يدافع,721.634599935619,1102.13124998734,-0.277888661742948,0.688100717982308,133.340123994154,436.462540732475,0.418925854063276,1.09321376273119,5,4,0,1,5,4,5,4,0,0,1,1,5,4,0,1,5,4,5,4,0,0,1,1,5,4,380.496650051721,0.965989379725255,ar,protect,defend,يحمي,يدافع,يحمييدافع,خلقيدافع,يحمي,خلق
يدفن,573.256388888209,742.334250002256,-0.496770767706547,-0.103628114569713,31.1618526069599,120.458429565775,0.0897349176455274,0.447737478079502,20,5,1,1,18,4,18,4,0,1,1,1,20,6,1,0,16,5,18,5,0,0,0.888888888888889,1,18,4,169.077861114047,0.393142653136835,ar,dig,bury,يحفر,يدفن,يحفريدفن,مفيديدفن,يحفر,مفيد
يدور في مدار,965.05741666699,862.735400014313,0.545689253102907,0.710914934953151,67.7015723476278,76.8061170746319,0.218848149825648,0.196123269623922,13,11,1,1,12,10,12,10,0,0,1,1,13,11,1,1,8,4,12,10,0,0,0.666666666666667,0.4,12,10,-102.322016652678,0.165225681850244,ar,planet,orbit,كوكب,يدور في مدار,كوكبيدور في مدار,أسبرينيدور في مدار,كوكب,أسبرين
يراقب,608.618999894429,596.074599857174,-0.429408367011706,-0.467172199368333,75.4706334167303,48.2477541414,0.170433156830357,0.142147912911522,6,6,0,0,5,5,5,5,0,0,1,1,6,6,0,0,5,5,5,5,0,0,1,1,5,5,-12.5444000372549,-0.0377638323566269,ar,look,watch,ينظر,يراقب,ينظريراقب,عميراقب,ينظر,عم
يربط,631.25860009538,813.099000023794,-0.294708473487427,0.0685694700110235,39.6825856527466,,0.155861849398397,,9,1,0,0,5,1,6,1,0,0,0.833333333333333,1,9,1,0,0,5,1,6,1,0,0,0.833333333333333,1,5,1,181.840399928414,0.363277943498451,ar,bind,tie,يقيد,يربط,يقيديربط,خبرةيربط,يقيد,خبرة
يرث,709.320749972059,1047.32500004768,-0.124033650425903,0.652400580975741,46.5950541811767,,0.249549725596128,,17,2,1,0,16,1,16,2,0,0,1,0.5,17,2,1,0,16,2,16,2,0,0,1,1,16,1,338.004250075621,0.776434231401644,ar,heritage,inherit,إرث,يرث,إرثيرث,شهادة دبلوميرث,إرث,شهادة دبلوم
يرسل,755.598600099002,613.237111112931,-0.523326109789637,-0.591858520294427,102.123958704136,43.345907831677,0.263108864352106,0.133560355695636,5,11,0,0,5,9,5,9,0,0,1,1,5,11,0,0,5,9,5,9,0,0,1,1,5,9,-142.361488986072,-0.0685324105047906,ar,bring,send,يحضر,يرسل,يحضريرسل,منتصف الليليرسل,يحضر,منتصف الليل
يرسم,833.414333310709,640.598400033434,0.153104676840019,-0.275779917079089,150.587558817457,48.5017067136561,0.422925784933168,0.146784759621265,11,21,0,1,9,20,11,20,0,0,0.818181818181818,1,10,21,1,1,4,18,10,20,1,0,0.4,0.9,9,20,-192.815933277275,-0.428884593919108,ar,paint,draw,يطلي,يرسم,يطلييرسم,رحيميرسم,يطلي,رحيم
يرعب,771.043999996298,867.468750119224,0.0637389784746787,0.192729911830171,216.248555912814,183.265853405169,0.656866460522886,0.580061121659253,6,9,1,0,4,8,4,8,1,0,1,1,6,9,1,0,4,7,4,8,1,0,1,0.875,4,8,96.4247501229261,0.128990933355492,ar,scare,frighten,يفزع,يرعب,يفزعيرعب,خمريرعب,يفزع,خمر
يزعج,572.443500004476,,-0.65543639894044,,61.2923752489588,,0.175050211272903,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,,ar,interrupt,disturb,يقاطع,يزعج,يقاطعيزعج,طاقميزعج,يقاطع,طاقم
يزود,610.114909087604,644.083041679653,-0.626170662877883,-0.330647790877519,66.3425424366968,33.7860067603535,0.168041474425966,0.0995375082770817,12,28,4,2,11,24,11,26,1,0,1,0.923076923076923,13,28,3,2,12,23,12,26,0,0,1,0.884615384615385,11,24,33.968132592049,0.295522872000364,ar,enable,provide,يمكن,يزود,يمكنيزود,برقيزود,يمكن,برق
يزيل,698.398899971838,715.66399998,-0.0405836718233915,0.187891939416462,39.8885642529954,79.2046666400866,0.168613467351791,0.254540230059848,21,9,1,1,20,7,20,7,0,0,1,1,21,9,1,1,18,7,20,7,0,0,0.9,1,20,7,17.2651000081624,0.228475611239854,ar,eliminate,remove,يستبعد,يزيل,يستبعديزيل,نحلةيزيل,يستبعد,نحلة
يسأل,621.788833356656,,-0.640508220293013,,51.0583903101681,,0.132735170606611,,6,,0,,6,,6,,0,,1,,6,,0,,6,,6,,0,,1,,6,,,,ar,question,ask,سؤال,يسأل,سؤاليسأل,عقديسأل,سؤال,عقد
يسار,630.189750001565,512.231799984653,-0.388742116692261,-0.830757491525364,103.606200246079,23.125983158528,0.427715715964164,0.0947358731127748,10,5,1,0,8,5,8,5,0,0,1,1,10,5,1,0,8,5,8,5,0,0,1,1,8,5,-117.957950016912,-0.442015374833103,ar,right,left,يمين,يسار,يمينيسار,نبيليسار,يمين,نبيل
يساعد,643.66275005143,809.576750002875,-0.228507398601599,-0.219905789430934,93.321147437557,332.29098740867,0.427162429870322,0.688575284284948,6,5,0,0,4,4,4,4,0,0,1,1,6,5,0,0,3,1,4,4,0,0,0.75,0.25,4,4,165.913999951446,0.00860160917066477,ar,help,assist,يدعم,يساعد,يدعميساعد,مضخةيساعد,يدعم,مضخة
يسبح,653.991454525359,751.971583351907,-0.51667422013228,-0.0122047246415534,45.080374625184,116.022812047049,0.109603852133713,0.378447327127096,11,15,0,1,11,12,11,12,0,0,1,1,11,15,0,1,10,11,11,12,0,0,0.909090909090909,0.916666666666667,11,12,97.9801288265483,0.504469495490727,ar,drown,swim,يغرق,يسبح,يغرقيسبح,رأييسبح,يغرق,رأي
يستبدل,665.154583305152,766.442571419742,-0.47171178091642,-0.26482139869842,42.0968259857238,123.820506953204,0.131072194541258,0.340614151059438,12,10,0,0,12,7,12,7,0,0,1,1,12,10,0,0,11,7,12,7,0,0,0.916666666666667,1,12,7,101.28798811459,0.206890382218,ar,replace,substitute,حل محل,يستبدل,حل محليستبدل,محكمةيستبدل,حل محل,محكمة
يستثمر,585.938666695472,668.106750021079,-0.545691357145464,-0.600349359744656,40.3357227517763,45.9714949542559,0.146028125481062,0.131800326649428,8,13,0,0,6,12,6,12,0,0,1,1,8,13,0,0,6,12,6,12,0,0,1,1,6,12,82.1680833256067,-0.0546580025991912,ar,finance,invest,المالية,يستثمر,الماليةيستثمر,إسهاليستثمر,المالية,إسهال
يسمع,725.675833345255,589.268285721517,-0.181019650965038,-0.592523460885888,63.1810503825807,50.9339340905024,0.340898856637877,0.218829254242822,7,15,0,0,6,14,6,14,0,0,1,1,7,15,0,0,6,14,6,14,0,0,1,1,6,14,-136.407547623737,-0.41150380992085,ar,listen,hear,استمع,يسمع,استمعيسمع,نظاراتيسمع,استمع,نظارات
يشير,552,677.838481475394,-0.766952057499661,-0.321744724842115,,69.5607470008369,,0.169596847290182,2,30,0,1,1,27,1,27,0,0,1,1,2,30,0,1,1,27,1,27,0,0,1,1,1,27,125.838481475394,0.445207332657546,ar,point,indicate,نقطة,يشير,نقطةيشير,خدعةيشير,نقطة,خدعة
يصاحب,652.861666702556,751.881249999176,-0.298979942052189,-0.156947695988707,58.1258122546674,56.8758565860714,0.200664590001741,0.162386809939457,21,9,1,0,18,8,18,8,0,0,1,1,21,9,1,0,18,8,18,8,0,0,1,1,18,8,99.0195832966207,0.142032246063482,ar,escort,accompany,يرافق,يصاحب,يرافقيصاحب,قبريصاحب,يرافق,قبر
يصدق,701.373833396006,573.849833362921,-0.228215544744573,-0.507743410229266,75.1072058860833,24.9674742184517,0.196179555993269,0.101418844172396,7,13,3,0,7,12,7,12,0,0,1,1,8,13,2,0,6,11,7,12,0,0,0.857142857142857,0.916666666666667,6,12,-127.524000033085,-0.279527865484693,ar,trust,believe,يثق,يصدق,يثقيصدق,رعبيصدق,يثق,رعب
يصلح,597.874749998873,742.192363633271,-0.431335643342579,-0.000256693668504637,54.0621020383275,56.2277816574575,0.281099911348666,0.188346761782332,8,37,0,5,8,33,8,34,0,1,1,0.970588235294118,8,39,0,3,8,31,8,35,0,0,1,0.885714285714286,8,33,144.317613634398,0.431078949674074,ar,fix,repair,حل,يصلح,حليصلح,ثعلبيصلح,حل,ثعلب
يضحك,683.909999996424,531.176750178623,-0.460295396842979,-0.668422365110107,,44.8850234070002,,0.123094306437894,2,4,0,2,1,4,1,4,0,0,1,1,2,4,0,2,1,4,1,4,0,0,1,1,1,4,-152.733249817801,-0.208126968267128,ar,smile,laugh,ابتسامة,يضحك,ابتسامةيضحك,الإمبراطورييضحك,ابتسامة,الإمبراطوري
يضرب,1041.12866677768,657.780200001708,0.846085832795977,-0.338524981940901,323.607832164051,57.4232406595559,0.96289287139151,0.282703197341776,7,12,0,2,6,10,6,10,0,1,1,1,7,13,0,1,5,10,6,11,0,0,0.833333333333333,0.909090909090909,6,10,-383.34846677597,-1.18461081473688,ar,hit,strike,أصاب,يضرب,أصابيضرب,فنانيضرب,أصاب,فنان
يضغط,623.860333323401,759.193999872824,-0.67928128999523,0.172681693994176,57.5100041173555,51.408241597045,0.119236056369531,0.24057356272095,3,3,0,0,3,3,3,3,0,0,1,1,3,2,0,1,3,2,3,2,0,1,1,1,3,3,135.333666549423,0.851962983989407,ar,button,press,زر,يضغط,زريضغط,مسافه: بعديضغط,زر,مسافه: بعد
يطير,594.076874998493,861.166999995708,-0.733907818006104,0.109285915537294,73.490361456317,,0.193105656070635,,8,1,0,0,8,1,8,1,0,0,1,1,7,1,1,0,7,1,7,1,1,0,1,1,8,1,267.090124997215,0.843193733543398,ar,land,fly,يهبط,يطير,يهبطيطير,نبضيطير,يهبط,نبض
يعبر,1211.60499987289,1480.09466664877,0.565503585903341,2.73526987691167,668.842285117453,253.845499311831,1.43874228605742,0.0439186448291857,4,4,0,0,3,3,3,3,0,0,1,1,4,4,0,0,2,2,3,3,0,0,0.666666666666667,0.666666666666667,3,3,268.48966677588,2.16976629100833,ar,describe,express,يصف,يعبر,يصفيعبر,بريءيعبر,يصف,بريء
يعدّ,757.022499961257,748.72449998569,0.191188442992534,0.0709883954168107,257.676500032833,59.2546469194669,1.09371808294864,0.167554981928947,2,22,0,1,2,20,2,21,0,0,1,0.952380952380952,2,22,0,1,2,21,2,21,0,0,1,1,2,20,-8.29799997556745,-0.120200047575723,ar,ready,prepare,جاهز,يعدّ,جاهزيعدّ,الاحتماليعدّ,جاهز,الاحتمال
يعذر,,565.667999976184,,-0.654615991638677,,58.0657774191572,,0.160794950759434,,5,,0,,4,,5,,0,,0.8,,5,,0,,5,,5,,0,,1,,4,,,ar,forgive,excuse,يغفر,يعذر,يغفريعذر,لينيعذر,يغفر,لين
يعرف,526.758111112994,809.595999963281,-0.701301360889453,0.131336020218402,37.0167306075498,166.807581998191,0.0972226245801425,0.379726507190383,21,7,0,0,18,6,18,6,0,0,1,1,21,7,0,0,18,6,18,6,0,0,1,1,18,6,282.837888850288,0.832637381107855,ar,now,know,حاليا,يعرف,حاليايعرف,مهمةيعرف,حاليا,مهمة
يعطى,661.164380947618,656.60961107649,-0.259858527917035,-0.317548407606386,37.0689895991441,45.8644153386852,0.12134202037616,0.152158909263249,23,21,2,0,21,18,21,18,0,0,1,1,23,21,2,0,20,18,21,18,0,0,0.952380952380952,1,21,18,-4.55476987112809,-0.0576898796893511,ar,offer,give,يعرض,يعطى,يعرضيعطى,محطةيعطى,يعرض,محطة
يعلّم,689.467000069524,691.0177999106,-0.198161840900454,-0.388611259042834,205.581559526396,63.526366547224,0.565139770318232,0.154964023607729,4,5,0,0,3,5,3,5,0,0,1,1,4,5,0,0,3,5,3,5,0,0,1,1,3,5,1.55079984107647,-0.19044941814238,ar,learn,teach,يتعلم,يعلّم,يتعلميعلّم,الساحةيعلّم,يتعلم,الساحة
يعِد,639.844157912131,744.960499994049,-0.277362730080357,0.124100572297528,49.5903019574329,126.637500005949,0.188509146716594,0.0142801178427413,21,3,1,0,19,2,19,3,0,0,1,0.666666666666667,21,3,1,0,19,3,19,3,0,0,1,1,19,2,105.116342081918,0.401463302377886,ar,guarantee,promise,ضمان,يعِد,ضمانيعِد,أصلييعِد,ضمان,أصلي
يغسل,675.861666710251,825.915764679618,-0.241044663933174,-0.0280535527416894,112.789728437852,130.857855005437,0.349612519322723,0.377108324394262,8,20,0,0,6,17,6,17,0,0,1,1,8,20,0,0,6,15,6,17,0,0,1,0.88235294117647,6,17,150.054097969367,0.212991111191484,ar,clean,wash,ينظف,يغسل,ينظفيغسل,حذِريغسل,ينظف,حذِر
يفعل,524.292500022112,510.339666533565,-0.828596722829487,-0.737588950955482,23.4203266573714,55.4186478373995,0.0524182996899116,0.158019852012219,12,4,0,0,10,3,11,3,0,0,0.909090909090909,1,12,4,0,0,10,3,11,3,0,0,0.909090909090909,1,10,3,-13.9528334885468,0.0910077718740051,ar,trigger,activate,يحفز,يفعل,يحفزيفعل,بنييفعل,يحفز,بني
يفكر في,595.540599979734,717.836400002928,-0.703762554724389,-0.197535580522925,33.9445887377052,50.7775627707128,0.151077356489238,0.154595769779215,11,16,1,1,10,15,10,15,0,0,1,1,11,16,1,1,10,15,10,15,0,0,1,1,10,15,122.295800023194,0.506226974201464,ar,consider,think,ينظر في,يفكر في,ينظر فييفكر في,مصدريفكر في,ينظر في,مصدر
يفوز,627.975499997491,972.21328569962,-0.355753037798002,0.369962736408062,34.7542394539415,146.993254364524,0.115029079148257,0.335072147744034,20,8,1,0,18,7,19,8,0,0,0.947368421052632,0.875,20,7,1,1,16,7,19,7,0,1,0.842105263157895,1,18,7,344.237785702129,0.725715774206063,ar,gain,win,مكسب,يفوز,مكسبيفوز,خبزيفوز,مكسب,خبز
يقاتل,758.921611069815,734.397526299109,0.0130799106571333,-0.0774173870658987,65.0271405898428,72.0778381036499,0.183313987150332,0.20210275984983,24,23,2,1,18,19,18,20,0,0,1,0.95,24,23,2,1,17,19,18,20,0,0,0.944444444444444,0.95,18,19,-24.5240847707057,-0.090497297723032,ar,combat,fight,قتال,يقاتل,قتاليقاتل,شبكةيقاتل,قتال,شبكة
يقاوم,707.562333321422,652,-0.137654196441813,-0.29369427469171,113.5206334575,,0.342183110850643,,3,1,0,1,3,1,3,1,0,0,1,1,3,1,0,1,3,1,3,1,0,0,1,1,3,1,-55.562333321422,-0.156040078249897,ar,resistance,resist,مقاومة,يقاوم,مقاومةيقاوم,نصفيقاوم,مقاومة,نصف
يقبض على,,913.381800009765,,0.601984837069303,,147.207031547871,,0.599969370596335,,5,,0,,5,,5,,0,,1,,5,,0,,5,,5,,0,,1,,5,,,ar,punish,arrest,يعاقب,يقبض على,يعاقبيقبض على,قطيقبض على,يعاقب,قط
يقترح,632.10959998562,,-0.520710270242479,,103.730257068316,,0.30478483787929,,6,,0,,5,,5,,0,,1,,5,,1,,4,,4,,1,,1,,5,,,,ar,propose,suggest,اقترح,يقترح,اقترحيقترح,جاهزيقترح,اقترح,جاهز
يقدر,468.368499991077,673.556000000128,-0.916939141368786,-0.594216479549485,2.93150000897052,103.684434506172,0.0723958695648344,0.304367343645238,3,7,0,0,2,6,2,6,0,0,1,1,3,7,0,0,2,6,2,6,0,0,1,1,2,6,205.187500009051,0.322722661819301,ar,admire,appreciate,يعجب بـ,يقدر,يعجب بـيقدر,توقيعيقدر,يعجب بـ,توقيع
يقرّ,891.633714292661,1335.62000009534,0.196827576968179,2.40440780987666,115.765806520708,,0.332495339553011,,9,2,0,0,7,1,9,1,0,0,0.777777777777778,1,9,2,0,0,8,1,9,1,0,0,0.888888888888889,1,7,1,443.986285802679,2.20758023290848,ar,admit,confess,يعترف,يقرّ,يعترفيقرّ,منخفضيقرّ,يعترف,منخفض
