target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ja_cue,ja_target,ja_word_combo,unrelated_ja_cue
花,534.014012986381,606.000194800574,-0.894201150668868,-0.561276656912681,12.0591962109205,36.9046614815839,0.0344485538433479,0.109440229570094,93,93,3,4,77,77,77,78,2,0,1,0.987179487179487,93,93,3,4,77,70,77,76,2,2,1,0.921052631578947,77,77,71.9861818141934,0.332924493756187,ja,plant,flower,植物,花,植物花,パン
花嫁,586.536779643322,656.413065609262,-0.624315092512539,-0.378511453594314,20.822408447439,20.3414302410516,0.068073067362905,0.0700073365443356,74,69,1,3,59,61,60,61,0,1,0.983333333333333,1,73,69,2,3,58,53,59,61,1,1,0.983050847457627,0.868852459016393,59,61,69.8762859659398,0.245803638918225,ja,groom,bride,新郎,花嫁,新郎花嫁,南方の
若い,588.892492300642,661.051952378478,-0.539328100476811,-0.405127543005399,18.900015750709,29.02854455462,0.0788265188302102,0.0986130434832916,77,93,5,2,65,84,65,85,1,1,1,0.988235294117647,77,92,5,3,60,82,65,84,1,2,0.923076923076923,0.976190476190476,65,84,72.1594600778357,0.134200557471412,ja,old,young,年取った,若い,年取った若い,違法の
落ち着いた,644.945310339924,730.221720598084,-0.328210955057674,-0.170297611390548,35.1554718014014,32.6349027590055,0.143934223841695,0.105406430678106,63,77,8,3,58,68,58,69,5,1,1,0.985507246376812,63,76,8,4,58,67,58,68,5,2,1,0.985294117647059,58,68,85.27641025816,0.157913343667126,ja,quiet,calm,静かな,落ち着いた,静かな落ち着いた,鍵
葬儀,734.136400009193,760.917313443678,-0.118132295628549,-0.103483026299526,19.9765668755551,34.6348356074123,0.0642862317155064,0.0999589403395961,155,76,4,1,136,67,139,68,2,0,0.97841726618705,0.985294117647059,152,76,7,1,118,67,136,68,5,0,0.86764705882353,0.985294117647059,135,67,26.7809134344844,0.0146492693290227,ja,coffin,funeral,棺,葬儀,棺葬儀,エイズ
虫,591.651888886316,550.579839279547,-0.680774762454964,-0.693591030437345,18.4834165117203,10.627833864743,0.0537564515216766,0.0343838762155257,144,72,3,3,127,56,128,57,1,1,0.9921875,0.982456140350877,144,72,3,3,119,57,128,57,1,1,0.9296875,1,126,56,-41.0720496067693,-0.0128162679823812,ja,spider,insect,クモ,虫,クモ虫,魅力
蟻,670.141275874727,774.519080660535,-0.315035319945483,0.0763744443395237,38.5004753407874,22.6581038072953,0.16696864862156,0.0994887092184756,63,76,4,4,58,62,59,65,0,1,0.983050847457627,0.953846153846154,62,75,5,5,57,64,58,64,1,2,0.982758620689655,1,58,62,104.377804785808,0.391409764285006,ja,bee,ant,蜂,蟻,蜂蟻,開放
行う,659.213537036661,561.425593221727,-0.378742877479595,-0.673771494584681,53.3928694005148,15.624510511323,0.196710803986048,0.0590908968456745,61,67,6,1,54,59,54,59,4,0,1,1,60,67,7,1,53,57,53,59,5,0,1,0.966101694915254,54,59,-97.7879438149344,-0.295028617105086,ja,make,do,作る,行う,作る行う,第三の
行く,712.265967223954,609.46645454856,-0.299190795993939,-0.581917893517307,43.4237636353921,24.5914622948611,0.120736714448466,0.0741784188830951,81,73,4,2,62,67,68,68,1,1,0.911764705882353,0.985294117647059,79,73,6,2,59,66,68,68,1,1,0.86764705882353,0.970588235294118,61,66,-102.799512675395,-0.282727097523368,ja,enter,go,入る,行く,入る行く,侮辱
行為,649.084247059388,588.691824339423,-0.489063328114864,-0.656175676123708,16.8481086423831,13.6205304221211,0.0524401632699084,0.0466192258707935,94,82,2,1,85,74,86,74,1,0,0.988372093023256,1,94,82,2,1,86,73,86,74,1,0,1,0.986486486486487,85,74,-60.3924227199642,-0.167112348008844,ja,gesture,act,ジェスチャー,行為,ジェスチャー行為,シリーズ
街,621.004841518827,601.411893445269,-0.555719303972244,-0.637597178053277,31.9118070597813,15.0200780115686,0.106301094823864,0.0504110973619487,77,136,6,3,66,122,67,122,1,0,0.985074626865672,1,78,135,5,4,63,120,67,121,1,1,0.940298507462687,0.991735537190083,65,122,-19.5929480735583,-0.081877874081033,ja,avenue,street,大通り,街,大通り街,手術する
表現する,626.428541060309,631.723295066542,-0.610793505793091,-0.444793040742925,20.8029629557301,38.747622099743,0.0636034044989958,0.149936054065661,75,73,4,2,64,61,65,61,1,0,0.984615384615385,1,76,73,3,2,63,60,66,61,0,0,0.954545454545455,0.983606557377049,63,61,5.29475400623323,0.166000465050166,ja,describe,express,説明する,表現する,説明する表現する,無実の
表面,641.92994736526,611.794982154844,-0.482810535470481,-0.609510920772785,33.734292347521,31.0496545057942,0.0809651494949657,0.0931278738517897,65,60,0,1,57,56,59,56,0,0,0.966101694915254,1,65,60,0,1,57,56,59,56,0,0,0.966101694915254,1,57,56,-30.134965210416,-0.126700385302303,ja,layer,surface,層,表面,層表面,出来事
裁判,644.737355921766,649.752793662825,-0.431664073229356,-0.437316930904714,29.2383773240691,38.2900974106358,0.107655513798975,0.0947825287518173,65,74,4,8,59,63,60,63,0,2,0.983333333333333,1,63,73,6,9,52,57,59,63,1,2,0.88135593220339,0.904761904761905,59,63,5.01543774105926,-0.005652857675358,ja,hearing,trial,尋問,裁判,尋問裁判,浪費する
裏切者,780.954907710604,761.028607581108,0.0393883244845975,0.062733406604818,24.4622426347045,34.6496256530918,0.0818685411189352,0.097092965950774,79,91,4,5,65,79,67,80,3,2,0.970149253731343,0.9875,80,91,3,5,67,77,69,80,1,2,0.971014492753623,0.9625,65,79,-19.9263001294962,0.0233450821202205,ja,spy,traitor,スパイ,裏切者,スパイ裏切者,祖父
裸,617.404316660536,628.935034732655,-0.438767663678152,-0.553126689495112,24.4418516182939,29.6555721331606,0.0989376918370022,0.0758004555254088,76,63,1,4,60,56,61,57,0,1,0.983606557377049,0.982456140350877,76,63,1,4,57,50,61,57,0,1,0.934426229508197,0.87719298245614,60,56,11.5307180721188,-0.11435902581696,ja,nude,naked,ヌード,裸,ヌード裸,膣
製品,572.013627111295,593.397573768116,-0.686551450087041,-0.435592572803113,15.2631464923605,27.1164742986961,0.042810134292274,0.142285560210237,68,69,1,1,60,62,61,62,1,0,0.983606557377049,1,66,68,3,2,59,60,59,61,3,1,1,0.983606557377049,59,61,21.3839466568209,0.250958877283928,ja,brand,product,ブランド,製品,ブランド製品,ポジティブ
製造,599.573785723862,674.729144924549,-0.591138708849996,-0.215497159817425,17.9429325369213,17.7671885981814,0.0541262326532471,0.0710918877011759,67,81,7,0,57,69,57,71,1,0,1,0.971830985915493,67,81,7,0,56,70,57,71,1,0,0.982456140350877,0.985915492957746,56,69,75.1553592006871,0.375641549032571,ja,factory,production,工場,製造,工場製造,お父ちゃん
西部の,638.035472720627,763.126956525928,-0.399647704095512,-0.100850144423705,31.2118862888188,26.4595770348857,0.0849119241624561,0.0793395084739157,71,104,3,3,55,92,57,94,0,0,0.964912280701754,0.978723404255319,71,104,3,3,47,93,57,94,0,0,0.824561403508772,0.98936170212766,55,92,125.091483805301,0.298797559671806,ja,southern,western,南方の,西部の,南方の西部の,代理人
要素,692.919569230539,733.035333321818,-0.24925427363773,-0.013162063485583,36.7648567173183,26.9264925711313,0.114128137727237,0.112486476625324,73,72,2,3,65,60,65,60,0,0,1,1,72,70,3,5,64,58,64,58,1,2,1,1,65,60,40.1157640912786,0.236092210152147,ja,factor,element,要因,要素,要因要素,バスケットボール
見捨てる,673.53677191342,613.98940677321,-0.373406290732704,-0.5438890231706,25.3197646023092,16.8290611407135,0.0689961902778574,0.0505271041488031,66,67,3,2,57,59,57,60,1,1,1,0.983333333333333,66,67,3,2,57,55,57,60,1,1,1,0.916666666666667,57,59,-59.5473651402103,-0.170482732437896,ja,leave,abandon,そのままにする,見捨てる,そのままにする見捨てる,汚れた
視点,574.787285720348,712.201569447104,-0.702487760007067,-0.179805573592181,14.4009985869777,35.7733095178273,0.0555395894036854,0.122783708566231,77,85,1,3,72,73,72,74,0,0,1,0.986486486486487,76,85,2,3,69,71,71,73,1,1,0.971830985915493,0.972602739726027,70,72,137.414283726755,0.522682186414886,ja,view,perspective,見解,視点,見解視点,宇宙
覚えておく,669.769710542126,688.611452644404,-0.395972650101555,-0.252112524939588,31.7823499807874,18.3519779710824,0.0686957360790007,0.0648025149997677,86,105,4,3,77,95,78,99,2,1,0.987179487179487,0.95959595959596,86,105,4,3,77,97,78,99,2,1,0.987179487179487,0.97979797979798,76,95,18.8417421022781,0.143860125161967,ja,forget,remember,忘れる,覚えておく,忘れる覚えておく,大使館
親,576.895016942854,599.100320507607,-0.73328619469854,-0.545643272119529,21.5651274908886,15.496212974415,0.0602219368453362,0.0709601089221056,64,95,1,2,60,79,60,80,0,0,1,0.9875,64,95,1,2,59,77,60,80,0,0,0.983333333333333,0.9625,59,78,22.2053035647526,0.187642922579011,ja,adult,parent,大人,親,大人親,バカ者
親密な,615.875076926644,710.133481938371,-0.59794621087695,-0.117048657613148,23.753069937239,20.9416627486226,0.0973108557600512,0.0912854158802938,80,92,3,1,65,83,66,84,0,0,0.984848484848485,0.988095238095238,80,92,3,1,65,69,66,84,0,0,0.984848484848485,0.821428571428571,65,83,94.2584050117276,0.480897553263802,ja,personal,intimate,個人の,親密な,個人の親密な,キロ
親指,652.474117662024,669.409793081909,-0.469471795646349,-0.237876626288024,26.6732807990887,25.7104049285248,0.0696027995065443,0.0958281410146473,76,70,3,3,68,58,68,60,0,0,1,0.966666666666667,76,70,3,3,68,60,68,60,0,0,1,1,68,58,16.9356754198856,0.231595169358325,ja,finger,thumb,指,親指,指親指,かわいい
観客,597.566617269052,617.940717955542,-0.593268057411177,-0.54125935432887,24.5067642403016,24.4843378858209,0.0556094736627388,0.0744024424629916,94,94,1,2,81,78,83,78,0,0,0.975903614457831,1,94,94,1,2,77,78,83,78,0,0,0.927710843373494,1,81,78,20.3741006864904,0.0520087030823069,ja,crowd,audience,群衆,観客,群衆観客,進化
解散,666.465014488863,697.219071435442,-0.415433282528341,-0.114052720220892,35.9665192426244,38.0847509488851,0.103272675006392,0.154802068274627,90,62,2,2,69,56,70,57,1,1,0.985714285714286,0.982456140350877,91,62,1,2,70,51,71,57,0,1,0.985915492957746,0.894736842105263,69,56,30.7540569465787,0.301380562307449,ja,resignation,dismissal,辞任,解散,辞任解散,語
言い回し,768.106758619108,715.80639345466,0.1646055863836,-0.103408205642955,32.197243300877,18.0609882873972,0.112610381370374,0.0631795660822961,77,66,1,1,58,61,61,61,0,1,0.950819672131147,1,77,66,1,1,59,61,61,61,0,1,0.967213114754098,1,58,61,-52.3003651644483,-0.268013792026555,ja,dictionary,phrase,辞書,言い回し,辞書言い回し,進歩
計算する,677.03972368351,676.551590159592,-0.246371797937596,-0.23349485956267,35.8049993655142,26.5659389080239,0.166226940522781,0.0930939135602042,85,77,1,3,76,62,78,62,0,1,0.974358974358974,1,85,77,1,3,76,58,78,62,0,1,0.974358974358974,0.935483870967742,76,61,-0.488133523918464,0.0128769383749263,ja,count,calculate,数える,計算する,数える計算する,蜂蜜
討論,752.297232547723,716.818578090805,-0.0423877597702762,-0.0414002201589909,29.951725133642,41.3577142898418,0.0812819212919501,0.144974857429625,96,74,1,7,86,66,87,67,0,0,0.988505747126437,0.985074626865672,96,74,1,7,85,61,87,67,0,0,0.977011494252874,0.91044776119403,86,64,-35.4786544569178,0.000987539611285296,ja,conversation,discussion,会話,討論,会話討論,惨めな
記入する,589.347112659609,693.708535200112,-0.55680511000346,-0.283736610795272,16.7335820294275,23.9924081187373,0.0476885136154186,0.0891274490805695,82,87,6,1,71,71,72,71,2,1,0.986111111111111,1,81,85,7,3,69,68,71,71,3,1,0.971830985915493,0.957746478873239,71,71,104.361422540503,0.273068499208189,ja,insert,put,挿入する,記入する,挿入する記入する,美術
設計者,674.392582103238,704.920821433702,-0.429518637654962,-0.28997982314784,38.702587483976,31.4460233258748,0.121158854025002,0.0858272760608533,76,65,2,3,67,56,67,56,1,0,1,1,76,65,2,3,66,51,67,56,1,0,0.985074626865672,0.910714285714286,67,56,30.5282393304641,0.139538814507123,ja,engineer,architect,技術者,設計者,技術者設計者,繊細
許す,630.609092306949,615.896622636588,-0.5733119137829,-0.483799875090497,21.8620286389164,22.0409662435597,0.067134183760698,0.0746468753351509,71,68,3,0,65,53,66,55,1,0,0.984848484848485,0.963636363636364,71,67,3,1,64,53,66,55,1,0,0.96969696969697,0.963636363636364,65,53,-14.7124696703607,0.089512038692403,ja,allow,let,許可する,許す,許可する許す,宮
診療所,644.321571434849,791.517906254021,-0.484838879805565,0.132139585981401,20.9415882415065,30.8527920297486,0.0580212366425517,0.0902084672151398,70,80,2,3,63,64,64,66,0,0,0.984375,0.96969696969697,71,80,1,3,62,65,64,66,0,0,0.96875,0.984848484848485,63,64,147.196334819172,0.616978465786966,ja,hospital,clinic,病院,診療所,病院診療所,試す
証明,586.32319116853,626.599404505888,-0.712610991489492,-0.44260851594641,16.2474399460474,28.6942463481069,0.0481524090251854,0.168448955294432,78,98,2,3,68,89,70,89,0,0,0.971428571428571,1,77,98,3,3,67,84,69,89,1,0,0.971014492753623,0.943820224719101,68,89,40.2762133373582,0.270002475543082,ja,evidence,proof,証拠,証明,証拠証明,シナモン
証言,634.475930579647,645.431439657968,-0.509124011363687,-0.45959256417529,19.9304863307019,16.7794156627553,0.0608166461100508,0.0479975074339351,81,129,3,8,74,116,74,116,0,2,1,1,81,128,3,9,73,96,74,115,0,3,0.986486486486487,0.834782608695652,72,116,10.9555090783215,0.0495314471883971,ja,witness,testimony,目撃者,証言,目撃者証言,王朝
詐欺,680.463372883773,698.223151775502,-0.304416387814003,-0.258501126768108,23.1646655097513,21.7091785704069,0.0968885844275044,0.0624890940205764,72,129,3,2,59,113,60,114,0,2,0.983333333333333,0.991228070175439,72,129,3,2,54,114,60,114,0,2,0.9,1,59,112,17.759778891729,0.0459152610458952,ja,conspiracy,fraud,陰謀,詐欺,陰謀詐欺,脳
評価,637.695831926809,574.598759254579,-0.391862304441542,-0.671537678542094,21.1883528256858,15.3528880464328,0.0808199331862797,0.0567277558595979,149,64,4,2,119,54,122,55,0,1,0.975409836065574,0.981818181818182,146,65,7,1,115,55,119,56,3,0,0.966386554621849,0.982142857142857,119,54,-63.0970726722301,-0.279675374100552,ja,observation,evaluation,観察,評価,観察評価,選択する
評判,589.59877587113,599.441239443297,-0.661572896710002,-0.562106206103754,18.8457045807199,16.4118095057135,0.0424784668959913,0.0690874165751195,65,84,1,1,58,71,59,73,1,0,0.983050847457627,0.972602739726027,65,84,1,1,59,70,59,73,1,0,1,0.958904109589041,58,71,9.84246357216682,0.0994666906062481,ja,career,reputation,経歴,評判,経歴評判,ストレス
試合,605.222352108914,594.680322034399,-0.615403286456037,-0.621834522749669,16.5218896674866,25.4733930270829,0.0476285367804435,0.0790882689141875,82,64,4,0,72,59,74,59,0,0,0.972972972972973,1,82,64,4,0,72,58,74,59,0,0,0.972972972972973,0.983050847457627,71,59,-10.5420300745153,-0.00643123629363185,ja,tournament,match,トーナメント,試合,トーナメント試合,不自由な
詩,644.674806468779,634.943984853051,-0.388166013900837,-0.436426234876989,23.0011316587651,19.2096905911462,0.102940323246432,0.0880037582822367,67,72,3,3,62,67,62,67,1,2,1,1,67,73,3,2,62,67,62,68,1,1,1,0.985294117647059,62,66,-9.73082161572836,-0.0482602209761513,ja,text,poem,文章,詩,文章詩,離婚
話す,567.090253728985,587.71673439011,-0.711369129036717,-0.60288870156408,22.6457895912823,24.9667855000107,0.0716868976822116,0.0653948528056926,73,70,3,2,67,64,69,64,2,0,0.971014492753623,1,73,69,3,3,55,63,69,64,2,0,0.797101449275362,0.984375,67,64,20.6264806611254,0.108480427472637,ja,talk,speak,喋る,話す,喋る話す,文字通り
誇張する,732.773621205888,785.184123081771,-0.0712332654302469,-0.00736180706641951,31.0967613992168,42.0390881322789,0.0816750997130978,0.127472770567383,78,76,5,4,66,65,68,66,3,0,0.970588235294118,0.984848484848485,79,75,4,5,64,64,69,65,2,1,0.927536231884058,0.984615384615385,66,65,52.4105018758831,0.0638714583638274,ja,underestimate,exaggerate,過小評価する,誇張する,過小評価する誇張する,可能にする
誓い,735.95255889376,670.070793646647,-0.155715355888181,-0.447761949242269,36.5216835051118,30.3772999844805,0.136134544298304,0.06591275267357,86,80,4,2,73,63,73,68,2,0,1,0.926470588235294,85,80,5,2,70,54,72,68,3,0,0.972222222222222,0.794117647058823,73,63,-65.8817652471124,-0.292046593354088,ja,swear,oath,誓う,誓い,誓う誓い,月の
誕生日,582.104826782205,561.255236344768,-0.719574351856204,-0.635921221706376,15.2275657888342,17.8105898336117,0.0426942096344922,0.0645447950859198,143,59,4,5,127,55,128,55,1,0,0.9921875,1,143,59,4,5,125,54,128,55,1,0,0.9765625,0.981818181818182,127,55,-20.8495904374364,0.0836531301498276,ja,anniversary,birthday,記念日,誕生日,記念日誕生日,実際に
誠実な,680.017197373745,658.635086319475,-0.317638615162555,-0.348021715944442,21.8948746329335,16.2960864876165,0.0631954083852075,0.0700875559368059,85,162,3,3,77,139,78,140,2,0,0.987179487179487,0.992857142857143,85,161,3,4,76,138,78,139,2,1,0.974358974358974,0.992805755395683,76,139,-21.3821110542701,-0.0303831007818867,ja,loyal,faithful,忠実な,誠実な,忠実な誠実な,被害者
説教,652.945918033828,614.821508190552,-0.350557249519267,-0.479653032355193,20.7136307573193,22.666400004023,0.0902432252123545,0.098905098436064,67,74,1,6,61,62,62,64,0,0,0.983870967741935,0.96875,67,74,1,6,60,61,62,64,0,0,0.967741935483871,0.953125,61,61,-38.1244098432758,-0.129095782835926,ja,speech,sermon,演説,説教,演説説教,嫉妬深い
説明,617.054493322457,569.528350431179,-0.462542391081617,-0.654878044772149,25.9242162194675,16.4233705621105,0.0997429426781439,0.0691018414412196,84,136,3,3,75,118,76,118,1,1,0.986842105263158,1,84,137,3,2,75,117,76,118,1,1,0.986842105263158,0.991525423728814,75,117,-47.5261428912783,-0.192335653690531,ja,profile,description,プロフィール,説明,プロフィール説明,開いた
課題,599.070358968232,683.203481749174,-0.558529780917848,-0.269853623642233,14.0676484976618,20.617973954989,0.0440474357629728,0.0652723439610216,95,164,6,3,78,137,79,138,2,2,0.987341772151899,0.992753623188406,95,165,6,2,79,134,79,139,2,1,1,0.964028776978417,78,137,84.133122780942,0.288676157275616,ja,trouble,problem,問題,課題,問題課題,遅い
調和,721.236089553105,603.387439994512,-0.214268217140421,-0.535956542019407,34.896974773617,11.5159744201546,0.11584960171185,0.0383910477536069,76,88,2,3,67,76,68,77,1,0,0.985294117647059,0.987012987012987,76,88,2,3,63,72,68,77,1,0,0.926470588235294,0.935064935064935,67,75,-117.848649558593,-0.321688324878986,ja,balance,harmony,釣り合い,調和,釣り合い調和,騎兵
講義,806.259864855451,833.649741356581,0.232882974408028,0.516994833375667,32.4483827670052,51.0959521636595,0.129144945168495,0.209534680788083,95,71,4,1,74,58,79,61,2,1,0.936708860759494,0.950819672131147,95,71,4,1,74,51,79,61,2,1,0.936708860759494,0.836065573770492,74,58,27.3898765011303,0.28411185896764,ja,seminar,lecture,セミナー,講義,セミナー講義,超自然の
